locale_id,locale_name,locale_type,locale_is_country,locale_is_subdivision,locale_is_city,wv_article_id,locale_wv_is_part_of,locale_id_is_part_of_id,locale_geo_lat,locale_geo_long
59787ad954bf2ec7,north sumatra,region,false,true,false,25247,sumatra,34575,2,99
4b531db4cb729793,red wing,city,false,false,true,29421,southern minnesota,33576,44.565556,-92.534722
2afac6d373525afa,machilipatnam,city,false,false,true,20671,southern coast (andhra pradesh),33530,16.18,81.13
3b704fe5ef011062,hwanghae,region,false,true,false,15300,north korea,25164,38.13,125.65
fea3762f196c27da,brzeg,city,false,false,true,4928,opolskie,"",50.8667,17.4833
2a88ef540f593105,vienna/innere stadt,district,false,false,false,37976,vienna,37971,48.209722,16.370000
ef209b7ea595ec6a,kłodzko,city,false,false,true,17181,dolnośląskie,"",50.4333,16.6500
4edf6d96491f6e53,la marsa,city,false,false,true,18960,northern tunisia,25116,36.8833,10.3333
14672c08e18f5ec2,pennsauken,city,false,false,true,147991,camden county (new jersey),5692,39.968,-75.058
986eeae0849cc1c1,chalcis,city,false,false,true,13926,evvia,11256,38.4667,23.6000
4fb95ef2f5ae99d7,łódzkie,region,false,true,false,5379,poland,27969,51.6119444,19.4238889
c507112f24889368,canyon country,region,false,true,false,5844,utah,37431,38.21,-110.87
821f7fd12c72fce3,saaremaa,"","","","",30336,west estonia and islands,39000,58.33,22.65
61d87f8637005ec7,grosseto,city,false,false,true,13481,grosseto (province),13482,42.7667,11.1000
6e0e4f341ee2336d,austin (nevada),city,false,false,true,163210,central nevada,6539,39.491794,-117.067956
48357399e6b667eb,hermitage,city,false,false,true,14530,central tennessee,6589,36.214972,-86.612972
6fdb98eabe282c2d,fabrica di roma,city,false,false,true,138937,viterbo (province),38128,42.333333,12.283333
cae39a2be32393c0,freeport (bahamas),city,false,false,true,12060,grand bahama,13153,26.6667,-78.7500
1cea205b24594f5b,paznaun valley,region,false,true,false,170581,tyrol,37051,47.0421,10.3385
adf0d674e97c542f,orte,city,false,false,true,26144,viterbo (province),38128,42.460278,12.386389
f326bf64555adce8,st. johann in tirol,city,false,false,true,34215,tyrol,37051,47.522,12.429
7c24a4d13450fbba,washington county (maryland),region,false,true,false,38615,western maryland,38953,39.60,-77.81
0f6061c655aa6f47,sertão (pernambuco),region,false,true,false,161014,pernambuco,27296,-8.127551,-38.434569
b928ccede96a562d,texas,region,false,true,false,35678,united states of america,37279,31.3,-99.5
da09cf2a721866a9,yamunotri,city,false,false,true,39916,garhwal,12438,31.0167,78.4125
83fcb9fed1cf3c83,u.s. virgin islands,region,false,true,false,37430,united states of america,37279,18.0500,-64.9333
557e61b3f43adb3d,baco,city,false,false,true,126726,mindoro,22435,13.4125,121.128611
3ab829c29f7bf633,tono,city,false,false,true,36335,iwate,15972,39.3275,141.53361111111
52da2db0b8eadad2,inuvik,city,false,false,true,15674,northwest territories,25321,68.3617,-133.7306
cf3b9d1bc8dcda65,lauterbrunnen,city,false,false,true,19235,bernese highlands,3557,46.6000,7.9000
0fbf14e40bd7103b,northern nevada,region,false,true,false,25074,nevada,24172,40.94,-116.88
f804adc6fd89f848,meiringen,city,false,false,true,151323,bernese highlands,3557,46.73,8.18
e2fa8e4a83def824,diving aliwal shoal/ss nebo,"","","","",150116,diving aliwal shoal,9601,-30.2409,30.8211
e5af776b3c45619e,diving in saba,"","","","",172347,lesser antilles,19513,17.6,-63.3
c755a08c85933574,bandung,city,false,false,true,2590,parahyangan,152365,-6.92,107.62
f9b6f275e8b2fe42,dixfield,city,false,false,true,9824,river valley (maine),"",44.53389,-70.45583
3c9eff3ad22aecbc,narva jõesuu,city,false,false,true,23931,east estonia,10436,59.458889,28.040556
3734592059a64b5c,mckittrick,city,false,false,true,21804,kern county,17341,35.305556,-119.622500
420115954ff53c21,bicester,city,false,false,true,3723,oxfordshire,26362,51.9,-1.15
ba3893327022b86b,santos,city,false,false,true,31516,santos and south coast,31517,-23.936989,-46.325094
f5dfa970f7799350,herentals,city,false,false,true,190425,antwerp (province),1320,51.176111,4.831667
5f43693448665929,northern virginia,region,false,true,false,25121,virginia,38088,38.79,-77.50
5b259b82d20c14f7,ferdinand,city,false,false,true,11536,southwestern indiana,33767,38.225278,-86.861111
10b4bacf3f805bf1,kremnica,city,false,false,true,160304,tekov,160312,48.70444,18.91718
1eb0217173736d18,baker island,park,false,false,false,2382,polynesia,28012,0.19472222222222,-176.47944444444
dceb1963e58a1c7a,tremezzo,city,false,false,true,36657,lake como,18826,45.9833,9.2500
b783943cc54908a1,tashiyangtse,city,false,false,true,182454,eastern bhutan,10355,27.666667,91.416667
c746bd1986820d7e,mogoșoaia,city,false,false,true,22641,wallachian plain,139289,44.5333,26.0000
563daaba9ea5e6d3,los angeles/south central,district,false,false,false,20293,los angeles,20283,33.992904,-118.295403
5b41cdacd4d01c99,tonga,country,true,false,false,36319,polynesia,28012,-18.6333,-175.2000
d769f3c2f18713e0,el aaiún,city,false,false,true,10717,western sahara,38976,27.145,-13.186
b57a7d0ff7163c0f,hearst,city,false,false,true,14368,northeastern ontario,187399,49.7000,-83.6667
9c8e6850046fc6e1,le claire,city,false,false,true,119756,eastern iowa,10381,41.596233,-90.356252
b0b832e92436b597,coolongolook,city,false,false,true,195787,mid-north coast,"",-32.217222,152.321944
0a5b23b12a591ae3,chester (new jersey),city,false,false,true,7047,morris county (new jersey),23053,40.78417,-74.69694
af6dfc1839ac6a8b,lagos city/lagos island,district,false,false,false,182075,lagos city,18739,6.45,3.40
2b0215868e0574d2,new orleans/uptown,district,false,false,false,24342,new orleans,24313,29.93738,-90.10265
463186613f028c19,rahačoŭ,city,false,false,true,137512,gomel oblast,12967,53.1,30.05
d4188918e0b55c9f,ruwais,city,false,false,true,128412,abu dhabi (emirate),131,24.12012,52.73129
460dcff496177790,uluṟu kata tjuṯa national park,park,false,false,false,37184,red centre,29380,-25.33255,131.01282
21c1fbcafa1c25f7,kankan,city,false,false,true,16858,haute guinee,14253,10.3833,-9.3000
3a8d7467272f8ea7,sahelian mauritania,region,false,true,false,30434,mauritania,21684,17.41,-9.65
65ad978b1d9a39dc,evanston (wyoming),city,false,false,true,11231,southwest wyoming,33799,41.263333,-110.964722
e71ebf55e59512d3,sümeg,city,false,false,true,168546,veszprém county,160382,46.9775,17.281667
cb4dd723a33023a6,izamal,city,false,false,true,15990,yucatán,40159,20.9314,-89.0178
9699969f302999fd,ikwuano,city,false,false,true,190288,abia state,189741,5.24228,7.34054
d4793b3a4e1ba82d,picton (new zealand),city,false,false,true,27584,marlborough (new zealand),21439,-41.283333,174
f2f50faaaf4343ab,shannan (prefecture),region,false,true,false,32363,tibet,35975,28.556111,92.55667
38a99e990a248afb,iguala,city,false,false,true,15414,guerrero,13623,18.3500,-99.5167
ca1f523448fc8ccc,los alamitos,city,false,false,true,20277,inland cities (orange county),15629,33.802,-118.064
f505316bca1a1bbe,eccleshall,city,false,false,true,152879,staffordshire,33958,52.859,-2.251
2295ddf01ece5dcb,pickering (england),city,false,false,true,27574,north yorkshire,25327,54.2439,-0.776
89cc37d0c9673eab,three forks,city,false,false,true,35932,yellowstone country,40028,45.89311,-111.55106
d8fa6239ed58e35b,kuldur,park,false,false,false,18402,jewish autonomous oblast,16303,49.199654,131.629841
73a03060bbe16339,nikaho,city,false,false,true,24606,akita (prefecture),446,39.3833,140.0833
2a2a0d28d3d25145,marathon (texas),city,false,false,true,21338,trans-pecos,"",30.207500,-103.243333
5dc16b6b867bde64,te anau,"","","","",35487,southland,33673,-45.416667,167.716667
461eae01fd0a1c85,playa grande,city,false,false,true,27835,guanacaste,13544,10.3367,-85.8508
386730b6cc353c8e,puerto quijarro,city,false,false,true,120842,"santa cruz (department, bolivia)",31369,-19.003873,-57.713757
6606be0827b721a0,sámara,city,false,false,true,31741,guanacaste,13544,9.8833,-85.5333
6c720e8518f3e2f5,nags head,city,false,false,true,23714,outer banks,26296,35.95750,-75.62417
2c5654dea10f5a44,bayelsa state,region,false,true,false,189621,south south nigeria,182701,4.925,6.263889
2f2bf05f03374a0d,yeovil,city,false,false,true,40049,somerset (england),33249,50.94604,-2.63226
b6dd4fbf5ee66d94,south valley,city,false,false,true,125104,san fernando valley,31060,34.15917,-118.50111
51dc3e8884d8eb82,langmusi,city,false,false,true,19048,aba (prefecture),47,34.0913,102.6363
0c20af3cb12c0985,chiloé island,region,false,true,false,7318,southern chile,33527,-42.67,-73.99
93b63b11d60d0974,chaleur bay,region,false,true,false,136418,gaspé peninsula,12474,48.28,-65.98
e3238bbbb358e10c,copenhagen/vestegnen,district,false,false,false,8197,copenhagen,8182,55.627,12.352
710036d6ed08953c,copenhagen/østerbro,district,false,false,false,8184,copenhagen,8182,55.6993,12.5775
d9a72c7a3339eeab,antelope county,"","","","",184663,eastern nebraska,10394,42.18,-98.07
dd95f532d506766a,franklin (michigan),city,false,false,true,119241,oakland county,25557,42.52184,-83.30654
d3adcd826b2a2f68,turangi,city,false,false,true,36932,central north island,6547,-39,175.81666666667
839a27eb9011256e,puerto vallarta,city,false,false,true,28652,jalisco,16095,20.61667,-105.25
a7e023a61111003e,purulia,city,false,false,true,28770,rarh,29247,23.3384,86.3588
14962635db4513f8,barichara,city,false,false,true,2792,eastern andino,167605,6.6333,-73.2333
f14279be817a16ec,cygnet,city,false,false,true,8810,southern tasmania,33501,-43.15,147.066
919122a6073528c6,townsend (massachusetts),city,false,false,true,174818,merrimack valley (massachusetts),22055,42.665833,-71.588889
2a60b8fc2fddaa02,zeist,city,false,false,true,167177,utrecht hill ridge,115598,52.090,5.228
0edf1d8dbbb785d4,central travancore,region,false,true,false,6594,kerala,17316,9.39551,76.63405
83a1ce5cc44b669f,biella,city,false,false,true,3742,piedmont,27591,45.5667,8.0667
5ac544025b3b69aa,spreewald,"","","","",33881,brandenburg,4546,51.977,14.027
46b1de09f7ffc0b1,puebla,city,false,false,true,28596,puebla (state),28597,19.05,-98.2
386febc2d8e5ea57,broek in waterland,city,false,false,true,4792,zaanstreek-waterland,"",52.436111,4.994167
f8bd62d89e982f27,tassili n'ajjer cultural park,park,false,false,false,35395,saharan algeria,30425,25,9
8df920be9e58877c,skeleton coast national park,city,false,false,true,32982,kunene,18455,-19.19,12.72
0843f4084a12ef7b,achao,city,false,false,true,158,chiloé island,7318,-42.4667,-73.5167
d0a38a75735c7e22,niari valley,region,false,true,false,24549,republic of the congo,29500,-3.38,13.32
a216aa1c29616567,silkeborg,city,false,false,true,32768,east jutland,10467,56.17,9.57
0a75f46131b62339,mossel bay,city,false,false,true,23093,garden route,12422,-34.1833,22.1333
96bd9909149a3d9e,monju,city,false,false,true,22722,khumbu,17478,27.7833,86.7167
105dbfb60e011449,isfahan (province),region,false,true,false,15779,central iran,6504,32.6577,51.6692
844e176e2651b219,nabeglavi,city,false,false,true,144557,southwestern georgia,33765,41.9432,42.3537
d569bcc9f32ca20f,djibouti (city),city,false,false,true,9839,djibouti,9838,11.595,43.148056
94416857dccba520,marshall (michigan),city,false,false,true,21503,west central michigan,186704,42.27222,-84.96333
3ff3f5a0bdaad903,tizi ouzou,city,false,false,true,188264,central algeria,6428,36.716944,4.049722
515b24434d839822,jerash,city,false,false,true,16265,northern jordan,25053,32.272281,35.891397
8a7c2799a4af3121,chimmony wildlife sanctuary,park,false,false,false,7331,central kerala,6517,10.4388,76.4634
0965b1fdd4de9c72,naha,city,false,false,true,23717,okinawa island,25782,26.212222,127.679167
2315b1b7ed980b6f,dien bien phu,city,false,false,true,9502,northern vietnam,25120,21.3833,103.0167
cac54affed809d61,gibraleón,city,false,false,true,126140,huelva (province),15185,37.375,-6.968
2b00ee407474323c,norwood,city,false,false,true,25353,bristol-norfolk,"",42.19444,-71.19944
adcecb8260f8e509,vancouver/west end,district,false,false,false,37666,vancouver,37641,49.28665,-123.13386
c45e1d5a18dc9711,two harbors,city,false,false,true,37025,catalina island,6256,33.44000,-118.49917
35dff44668497192,târgu jiu,city,false,false,true,35466,oltenia,25886,45.034166666667,23.274722222222
10dd5e9e35809139,newark (ohio),city,false,false,true,24203,greater columbus,152698,40.06029,-82.40429
c1e2c1deb2317b91,ojinaga,city,false,false,true,25740,chihuahua (state),7283,29.564444444444,-104.41638888889
7a7b44d5a14b4ec9,oki islands,city,false,false,true,172707,shimane,32536,36.171,133.144
0415d38a587ea5ca,előszállás,city,false,false,true,163346,fejér county,160380,46.830945,18.834809
6ece7e4ebedab147,la amistad international park,park,false,false,false,18628,central america,6429,9.407083,-82.938806
c224119a279d973b,myrskylä,city,false,false,true,193264,uusimaa,124059,"",""
38e74992964ffacf,ruthin,city,false,false,true,30300,clwyd,152043,53.116,-3.306
3c67d919a58ff65b,eslöv,city,false,false,true,11109,scania,31851,55.8333,13.3333
3eba3db0bd879331,kecskemét,city,false,false,true,17192,bács-kiskun county,"",46.9061,19.6897
98f20a5a65a04390,mengla,city,false,false,true,21994,xishuangbanna,132727,21.4667,101.5500
d8da6899c75b86d5,central slovakia,region,false,true,false,6575,slovakia,33061,48.76,19.19
bdcc925fdc0d397d,arvada,city,false,false,true,79935,denver area,9330,39.820000,-105.111111
4b86e6c2a4c0854d,adigrat,city,false,false,true,151058,northern ethiopia,170047,14.27,39.5
ca563a4f671266ac,fort st. john,city,false,false,true,11894,peace country and northern rockies,178860,56.246462,-120.847634
76cf6688f7d36687,boa vista,city,false,false,true,4097,roraima,30056,2.82,-60.671944444
16f399d0c7da0d70,nuenen,city,false,false,true,124697,north brabant,24850,51.473,5.55
47307a6f463b3d0a,musandam peninsula,region,false,true,false,23550,northern oman,25079,25.95365,56.27262
1e061f33d2f87297,batang,city,false,false,true,194783,central java,6508,-6.862778,110.051667
9ebce7e5ae389174,farmington (connecticut),city,false,false,true,11428,connecticut river valley,8108,41.727778,-72.840278
9449a8700a19f9ac,limestone coast,region,false,true,false,19721,south australia,33371,-37.49,140.09
7cd6388207b23a12,toyonaka,city,false,false,true,128825,osaka,26155,34.783,135.466
acc8aa0ef32abc2f,sandstone,city,false,false,true,130863,northeastern minnesota,24953,46.1313,-92.867714
05c5cba53c8abe48,calgary/northeast,district,false,false,false,171691,calgary,5608,51.113,-113.989
5d4b35dc44f22310,bălţi,city,false,false,true,3084,moldova,22671,47.7667,27.9333
7bf94ba4a1b6fdea,northeastern united states,region,false,true,false,24962,united states of america,37279,42.97,-71.54
4ec110658291c557,koofur orsi,region,false,true,false,177617,somalia,33236,"",""
23a78bcd93a4fc24,halifax (england),city,false,false,true,13920,west yorkshire,39161,53.725,-1.863
7d37b46ccf554f4a,rarotonga,city,false,false,true,29248,southern cook islands,33535,-21.2333,-159.7833
ec81eba023d688ef,saint kitts and nevis,country,true,false,false,30584,lesser antilles,19513,17.3000,-62.7333
2259005cc3ca4c91,jalal abad,city,false,false,true,171280,ferghana valley (kyrgyzstan),11542,40.933333,73
150b75404dc36ea6,mallow,city,false,false,true,21017,county cork,8394,52.131,-8.6415
4c8ef16a21a8029f,phnom penh,city,false,false,true,27499,mekong lowlands and central plains,21914,11.56522,104.92124
2a8b69f54da92f76,kherson,city,false,false,true,128735,southern ukraine,33617,46.633,32.583
a9a94dd72aa1c456,yreka,city,false,false,true,40148,siskiyou county,32920,41.726667,-122.637500
fba7b099de57b75e,lore lindu national park,park,false,false,false,20262,central sulawesi,6583,-1.5167,120.1833
bce0196a4856fd47,oxford,city,false,false,true,26349,oxfordshire,26362,51.7518,-1.2553
0dcdab10e47c4032,namur,city,false,false,true,23816,namur (province),23817,50.4667,4.8667
4fadc884db63d156,omupo,city,false,false,true,190520,kwara state,189685,8.2667,4.8
02c11d6d45b2c2ad,taman negara,park,false,false,false,35203,pahang,26484,4.7,102.466667
0c7d69069528b643,kuruma,city,false,false,true,18511,coastal odisha,7827,19.9335,86.0614
0d7d271362e17171,iraqi kurdistan,region,false,true,false,15719,iraq,15717,36.1833,44.0000
1c4b8249a9d81f12,waterloo (ontario),city,false,false,true,38667,region of waterloo (ontario),29443,43.4667,-80.5167
46d6128fa1eb9d51,koringberg,city,false,false,true,18102,swartland,34801,-33.0333,18.6667
ee203d3ec9a8689d,peñiscola,city,false,false,true,27102,castellón (province),6198,40.3667,0.4000
d0e359602a95d56e,toranmal,city,false,false,true,36358,north maharashtra,25174,21.8667,74.4667
52a4c7785bf9ee56,turckheim,city,false,false,true,167548,grand est,158870,48.086389,7.280556
86d99d3c844b0842,shirdi,city,false,false,true,32586,north maharashtra,25174,19.77,74.48
e1ab5c396510f4be,greater oklahoma city,region,false,true,false,13298,frontier country,12141,35.5,-97.5
6aec489046328045,zhytomyr,city,false,false,true,130521,central ukraine,6596,50.25,28.6667
01c20942cb260d87,narooma,city,false,false,true,23916,eurobodalla,33418,-36.2,150.13333
c8731da302fb0dd5,stewart island,"","","","",34145,new zealand,24510,-47.00,167.84
4bf8b8a684a4ed06,chilgok county,"","","","",180681,north gyeongsang,25138,35.99,128.3998
b291d98d415e6ad1,bogolyubovo,city,false,false,true,4146,vladimir oblast,38146,56.194722,40.530833
e74ca2c626a3ef45,los teques,city,false,false,true,181327,miranda,22507,10.341111,-67.040556
10c77ab837880aa0,boryeong,city,false,false,true,4344,south chungcheong,33412,36.415,126.5847
75a22481da379c33,tumon,city,false,false,true,36910,guam,13540,13.5110,144.8090
9746f1791fdeec89,bel air (maryland),city,false,false,true,3242,central maryland,6526,39.536667,-76.348333
9fa0b545e44b03a9,dzanga sangha special reserve,park,false,false,false,10237,central african republic,6425,3.3,16.3
78e1da865c18fb81,northwestern russia,region,false,true,false,25292,russia,30278,59.9500,30.3167
dcced166f7e41376,richards bay,city,false,false,true,173633,kwazulu-natal,"",-28.8,32.1
2d2f8e4441deec98,puncak,city,false,false,true,28714,bogor raya,152357,-6.703889,106.994167
29b4240167890efe,gold coast/broadbeach,district,false,false,false,154270,gold coast,12918,-28.03,153.43
386e1682fcdaa9df,azores,region,false,true,false,2149,islands of the atlantic ocean,15825,38.5,-28
4bc1f1d9d44a8550,london/north,district,false,false,false,20130,london,20053,51.6,-0.116667
f716ca3a7d396c50,naozhou island,city,false,false,true,169263,western guangdong,38931,20.90806,110.58806
9dc1284a104d9295,itu,city,false,false,true,15948,sorocabana,33316,-23.264167,-47.299167
e7dec7891ca036b9,nizhnevartovsk,city,false,false,true,24667,khantia-mansia,"",60.9500,76.5500
7027cdb05957075c,shiraoi,city,false,false,true,32584,central circuit,6451,42.551111111111,141.35583333333
56c42b91d7510db3,chapada dos guimarães,city,false,false,true,6825,mato grosso,21654,-15.460833,-55.750000
d99fe67a580655c3,manchester/universities,district,false,false,false,21122,manchester,21088,53.4597,-2.2206
4f48fbf412380b58,wellington (texas),city,false,false,true,38796,high plains,14615,34.854722,-100.213611
047683b5cfb1a909,flaine,city,false,false,true,11684,haute-savoie,"",46.0076,6.6893
fc897813c57789e6,puhoi,city,false,false,true,161658,auckland region,1931,-36.5,174.666667
c4c48f14bc053ff4,diving the cape peninsula and false bay/humpback ridge,"","","","",157087,diving the cape peninsula and false bay,9645,-34.025800,18.302367
b4e45eb773656f59,riohacha,city,false,false,true,29751,la guajira,18753,11.5442,-72.9069
7fa1da1165ee5bcc,diving the cape peninsula and false bay/dale brook,"","","","",9677,diving the cape peninsula and false bay,9645,-34.124583,18.453133
ec180e7efe15515b,garamba national park,park,false,false,false,12409,congo basin,8094,4.0000,29.2500
7cb12a932af3621f,sand springs,city,false,false,true,31033,green country (oklahoma),13362,36.13972,-96.10889
bc7bd2061876b360,rudolph,city,false,false,true,30215,north central wisconsin,24890,44.49611,-89.80750
9e729851135fbb85,lisbon/baixa,district,false,false,false,186249,lisbon,19798,38.7114,-9.1377
927d17d49a7765b8,spišské podhradie,city,false,false,true,119609,spiš,33865,49.0005556,20.7683333
640cf3fa7e480880,diving the cape peninsula and false bay/moddergat,"","","","",155036,diving the cape peninsula and false bay,9645,-34.1525,18.8275
43ce970532669980,mackworth island,park,false,false,false,20687,greater portland,13304,43.6891,-70.2314
a1c6b01fd25cf436,diving the cape peninsula and false bay/outer photographer's reef,"","","","",9740,diving the cape peninsula and false bay,9645,-34.196306,18.464972
ee307c9deb3c9cb9,okahandja,city,false,false,true,189040,otjozondjupa,171153,-21.983333,16.916667
fc8ef50d955f7166,eastern ukraine,region,false,true,false,10431,ukraine,37149,48.6,37.7
00c9e4cd93ee77df,helvetia (west virginia),city,false,false,true,14468,potomac highlands,28309,38.705833,-80.201111
6ad19fe57508fd79,snowshoe,city,false,false,true,139877,potomac highlands,28309,38.409,-79.994
8e39add68518990b,la digue,city,false,false,true,18694,seychelles,32277,-4.3667,55.8333
f4fa4d8989b7d646,kumaranalloor,city,false,false,true,18427,central travancore,6594,9.6167,76.5167
fade4cca30eba1b8,istanbul/western suburbs,district,false,false,false,15896,istanbul,15886,41.039,28.855
0f7f630503c198b2,cave city,city,false,false,true,6303,caves and lakes,6307,37.137222,-85.956944
ccfe4d4a6ca56d5b,spring grove (minnesota),city,false,false,true,33901,southern minnesota,33576,43.56111,-91.63611
5ea4cd107a2c4e1d,kasai,region,false,true,false,17035,democratic republic of the congo,9298,-5.3500,21.4167
74b55141c7e9c131,birnam,city,false,false,true,114272,perth and kinross,27329,56.559164,-3.577742
491b38f23445c63d,lanesboro,city,false,false,true,19034,southern minnesota,33576,43.72083,-91.97694
f4a3ce9108cc44ec,vacaville,city,false,false,true,37491,solano county,33185,38.353889,-121.972778
7074bb58dc5e639c,edithburgh jetty,"","","","",130599,yorke peninsula,40115,-35.084776,137.748636
a249a72b5b00686b,tallmadge,city,false,false,true,35190,akron metropolitan area,152706,41.10139,-81.44167
efcbc18e0a0121a8,blairgowrie & rattray,city,false,false,true,171936,perth and kinross,27329,56.592018,-3.340137
24131acfa82a1de5,takaka,city,false,false,true,35142,golden bay,12925,-40.85,172.8
e0fb2aacc5eeb274,kaza,city,false,false,true,17139,eastern himachal pradesh,195668,32.22736,78.07211
abbc9cddf923e01c,gavirate,city,false,false,true,126285,varese (province),37712,45.84046,8.71980
8b73544588ee9fce,ranganathittu bird sanctuary,park,false,false,false,29196,mandya (district),21158,12.42401,76.65530
ff09657440d028e4,richmond (tasmania),city,false,false,true,29633,greater hobart,191914,-42.733,147.433
7f4635c68a0d3947,hazlet,city,false,false,true,14331,monmouth county,22731,40.41556,-74.19111
bc680bc93ab08f6e,pondicherry (union territory),region,false,true,false,28037,southern india,33554,"",""
1eedb8ebfc35be85,puttalam,city,false,false,true,28794,north western province (sri lanka),25290,8.034167,79.835278
5965d83707bf6442,gwynedd,region,false,true,false,13768,north wales,25262,52.83,-3.917
e2a4a1ea2aaad5c4,ostrava,city,false,false,true,26218,north moravia and silesia,25183,49.835556,18.292500
25749de600b79c40,umm al quwain,city,false,false,true,37205,united arab emirates,37263,25.5,55.6
efa67b07a274b0ef,funafuti,city,false,false,true,12234,tuvalu,36989,-8.5167,179.2167
7271533eb88f2716,pen y cae,city,false,false,true,27242,powys,28338,51.81153,-3.67819
efb1fc639550b31f,salve,city,false,false,true,166682,lecce (province),19334,39.8547436,18.2541874
b95bfd455f81366c,kansas city,city,false,false,true,16875,kansas city area,16879,39.0998,-94.5788
66fc46e52db9ebc3,mount wuyi,park,false,false,false,23289,inland fujian,15631,27.75,118.02
2fcc5a41b03a81de,central falls (rhode island),city,false,false,true,6473,providence county,28553,41.89056,-71.39222
f5c80c28bbfae037,gallipoli (italy),city,false,false,true,164804,lecce (province),19334,40.0560,17.9882
3b30c57cf9d63cad,wugu,city,false,false,true,173923,new taipei,24392,25.080935,121.436348
87b958861e481b91,portadown,city,false,false,true,153602,county armagh,8390,54.424,-6.449
2e261966332f87df,umunya,city,false,false,true,189840,anambra state,189546,6.2200,6.8974
a48729556939bf2a,stara zagora,city,false,false,true,34012,upper thracian plain,25111,42.4333,25.6500
83c11f0ebbb9bf62,warsaw/western centre,district,false,false,false,125337,warsaw,38480,52.1,21.0
9bd014c8c3b571c8,cleveland (mississippi),city,false,false,true,7729,mississippi delta,22549,33.7419,-90.7267
2a0eafe30537e86b,himarë,city,false,false,true,171347,albanian riviera,543,40.116667,19.733333
da49d25f11a5d7e7,leeds/west,district,false,false,false,19367,leeds,19356,53.80,-1.65
4d72d4f6ddad0462,champhai,city,false,false,true,142179,mizoram,22603,23.46,93.33
028d3adc58374e7d,coos bay,city,false,false,true,8170,southern oregon coast,33587,43.376389,-124.237222
51b1473ee0681dbb,lampang,city,false,false,true,18982,northern river valleys,25094,18.3000,99.5000
09e7b7ca4e059abd,lobito,city,false,false,true,126344,central angola,6435,-12.35233,13.54743
aee210e56c5e6f01,hong kong/eastern district,district,false,false,false,14909,hong kong,14902,22.276,114.195
f2cf930c30945393,ibadan,city,false,false,true,15334,oyo state,185497,7.3963888888889,3.9166666666667
e211e9bb72c96081,jakarta/west,district,false,false,false,16082,jakarta,16075,-6.16684,106.75827
5f3836e35a8d604c,hluhluwe,city,false,false,true,139837,elephant coast,10772,-28.02,32.27
85b688829f308a2c,san diego,city,false,false,true,30976,san diego county,31012,32.7157,-117.1547
4697ba84520b7646,oshkosh,city,false,false,true,26184,northeast wisconsin,24990,44.0247,-88.5511
89574301c1241140,mérida (mexico),city,false,false,true,21760,yucatán,40159,20.9797,-89.6158
110ba1af9d0f7113,são carlos,city,false,false,true,31747,central são paulo (state),6571,-22.018,-47.891
48ebf905c08cab36,barahona,city,false,false,true,2737,southern dominican republic,33539,18.2,-71.1
c3943007dea9506f,gray,city,false,false,true,13263,lakes and mountains,18900,43.88556,-70.33167
2ff6f2623be1bed0,san rafael (mendoza),city,false,false,true,152164,mendoza (province),21992,-34.616172,-68.329910
fc41cc882b00ceca,mielno,city,false,false,true,22324,zachodniopomorskie,39114,54.26,16.0608333
9290b3e995bcca2b,gibbstown,city,false,false,true,12688,gloucester county (new jersey),12871,39.82500,-75.28361
cf42c32e3269d88b,kraków/south,district,false,false,false,18228,kraków,18213,50.019,19.959
fc98cd7878a8e19f,lake billy chinook,park,false,false,false,18805,central oregon,6550,44.5891,-121.3650
88beb429aea1575b,navassa island,park,false,false,false,24019,caribbean,6014,18.402778,-75.012500
27a14b9d800af5b4,santorini,region,false,true,false,31515,cyclades,8804,36.4067,25.4333
11d96e7d99f3348f,sydney/city centre,"","","","",34862,sydney,34839,-33.8672,151.2075
237e56ffdd3cb6d7,yorkshire dales,park,false,false,false,40117,north yorkshire,25327,54.2667,-2.0833
c1350a1b0c951288,trentino,region,false,true,false,130112,trentino-alto adige,"",46.445556,11.173056
9a2535f1c7040889,chorley,city,false,false,true,7478,lancashire,18998,53.653,-2.632
96573629f7568602,south tyrol,region,false,true,false,33733,trentino-alto adige,"",46.5000,11.3333
ff632c7229e3a019,qolora,city,false,false,true,28903,wild coast,39317,-32.68,28.38
75edbdfa29c291e8,bath,city,false,false,true,2940,somerset (england),33249,51.38,-2.36
c62b924afca3a9d5,pembrokeshire coast national park,park,false,false,false,27182,pembrokeshire,27181,51.833,-4.874
1fd5b61c0b5e6b8c,fox lake,city,false,false,true,11943,chain o' lakes,120601,42.39667,-88.18361
1dadb09690d66a99,oneonta (alabama),city,false,false,true,126830,mountains (alabama),23128,33.94806,-86.47278
4f15c9cae721491a,europa island,city,false,false,true,11207,islands of the indian ocean,15827,-22.368333,40.363333
2f5e9748dbec37f9,khajjiar,city,false,false,true,145240,chamba (district),6722,32.546234,76.058092
da19a5376e3dd2d8,south hero,city,false,false,true,33644,champlain valley,6757,44.647222,-73.310000
4312977da1e7ab4c,grand falls windsor,city,false,false,true,13184,central newfoundland,6540,48.936944,-55.645000
9ffb437828b43419,lake ashby,"","","","",187188,volusia county,38188,28.9404,-81.0963
c42c9e4ff755c33e,gard,region,false,true,false,12412,occitanie,158873,44.128055,4.081666
17761468167b9b39,emmaville (new south wales),city,false,false,true,183559,eastern new england,188783,-29.44651,151.59774
